pandal_id,pandal_name,region,established_era,pandal_art_type,art_philosophy,recent_and_current_themes,past_notable_themes,idol_sculpture_style,craftsmanship_and_materials,detailed_cultural_description,awards_and_accolades,latitude,longitude,facebook_page_url,instagram_handle,nearest_metro_station,special_attractions,visitor_tips_and_timing
232,BJ Block Saradotsav,Salt Lake,1967 (Over 59 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","BJ Block Saradotsav in Salt Lake dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.584312,88.417823,https://www.facebook.com/BJBlockSaradotsavKolkata/,@bjblocksaradotsav_kolkata,City Centre,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
233,FD Block Durga Puja,Salt Lake,1978 (Over 48 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","FD Block Durga Puja in Salt Lake transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.576534,88.411223,https://www.facebook.com/FDBlockDurgaPujaKolkata/,@fdblockdurgapuja_kolkata,City Centre,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
234,HB Block Durga Puja,Salt Lake,1989 (Over 37 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","HB Block Durga Puja in Salt Lake is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.582012,88.416023,https://www.facebook.com/HBBlockDurgaPujaKolkata/,@hbblockdurgapuja_kolkata,City Centre,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
235,EC Block Durga Puja,Salt Lake,2000 (Over 26 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","EC Block Durga Puja in Salt Lake stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.581334,88.416412,https://www.facebook.com/ECBlockDurgaPujaKolkata/,@ecblockdurgapuja_kolkata,City Centre,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
236,EE Block Durga Puja,Salt Lake,2011 (Over 15 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","EE Block Durga Puja in Salt Lake is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.580645,88.415734,https://www.facebook.com/EEBlockDurgaPujaKolkata/,@eeblockdurgapuja_kolkata,City Centre,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
237,Salt Lake Labony Estate Durga Puja,Salt Lake,1957 (Over 69 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","Salt Lake Labony Estate Durga Puja in Salt Lake dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.585012,88.414023,https://www.facebook.com/SaltLakeLabonyEstateDurgaPujaKolkata/,@saltlakelabonyestatedurg_kolkata,City Centre,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
238,Behala Nutan Dal Durga Puja,Behala,1968 (Over 58 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","Behala Nutan Dal Durga Puja in Behala transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.489012,88.318023,https://www.facebook.com/BehalaNutanDalDurgaPujaKolkata/,@behalanutandaldurgapuja_kolkata,Behala Bazar,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
239,Behala Friends Durga Puja,Behala,1979 (Over 47 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","Behala Friends Durga Puja in Behala is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.493012,88.316023,https://www.facebook.com/BehalaFriendsDurgaPujaKolkata/,@behalafriendsdurgapuja_kolkata,Behala Bazar,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
240,Behala Club Durga Puja,Behala,1990 (Over 36 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","Behala Club Durga Puja in Behala stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.492334,88.316412,https://www.facebook.com/BehalaClubDurgaPujaKolkata/,@behalaclubdurgapuja_kolkata,Behala Bazar,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
241,Behala Young Men's Association Durga Puja,Behala,2001 (Over 25 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","Behala Young Men's Association Durga Puja in Behala is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.491645,88.315734,https://www.facebook.com/BehalaYoungMensAssociationDurgaPujaKolkata/,@behalayoungmensassociati_kolkata,Behala Bazar,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
